No.,Chemical compound,Logk,Cas,Smiles,Ph,T,Ref,Chemical_class_27,Chemical_class_coarse
1282,Fenuron,9.662757832,101-42-8,CN(C)C(=O)NC1=CC=CC=C1,7,,https://doi.org/10.1016/S0022-2860(00)00940-6,cyclo,Aromatic & PAHs
1283,Florfenicol,8.120573931,1092395-57-7,C[S](=O)(=O)c1ccc(cc1)[C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl,,,https://doi.org/10.1021/acs.est.1c04326,"sulfide, disulfide",Sulfur-containing organics
1284,Florfenicol,8.1206,73231-34-2,CS(=O)(=O)C1=CC=C(C=C1)[C@H]([C@@H](CF)NC(=O)C(Cl)Cl)O,,,https://doi.org/10.1016/j.chemosphere.2023.138909,"sulfide, disulfide",Sulfur-containing organics
1285,Florfenicol,8.120573931,73231-34-2,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl)cc1,7,,10.1016/j.chemosphere.2018.12.156,"sulfide, disulfide",Sulfur-containing organics
1286,Florfenicol,8.120573931,73231-34-2,CS(=O)(=O)C1=CC=C(C=C1)[C@H]([C@@H](CF)NC(=O)C(Cl)Cl)O,7,,?10.1007/s11356-014-4054-6,"sulfide, disulfide",Sulfur-containing organics
1287,Fluomethuron,9.662757832,2164-17-2,CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,7,24.85,10.1016/j.chemosphere.2018.12.156,cyclo,Aromatic & PAHs
1288,Fluomethuron,9.662757832,2164-17-2,CN(C)C(=O)NC1=CC=CC(=C1)C(F)(F)F,7,,https://doi.org/10.1002/cphc.200500004,halogeneted,Halogenated organics
1289,Fluomethuron,9.6335,2164-17-2,CN(C)C(=O)NC1=CC=CC(=C1)C(F)(F)F,,,https://doi.org/10.1016/j.chemosphere.2023.138835,halogeneted,Halogenated organics
1290,Fluomethuron,9.6628,2164–17–2,CN(C)C(=O)NC1=CC=CC(=C1)C(F)(F)F,,,http://dx.doi.org/10.4236/ajac.2014.58060,halogeneted,Halogenated organics
1291,Fluorene,9.397940009,86-73-7,C1C2=CC=CC=C2C3=CC=CC=C31,,,NIST,cyclo,Aromatic & PAHs
1292,Fluorobenzene,8.9912,462–06–6,C1=CC=C(C=C1)F,,,https://doi.org/10.1039/FT9959102121,halogeneted,Halogenated organics
1293,Fluorobenzene,8.991226076,1423-10-5,Fc1ccccc1,7,,10.1016/j.chemosphere.2018.12.156,benzene,Aromatic & PAHs
1294,Fluorobenzene,8.991226076,1423-10-5,C1=CC=C(C=C1)F,7,,https://doi.org/10.1039/FT9959102121,halogeneted,Halogenated organics
1295,Fluorobenzene,8.991226076,462-06-6,Fc1ccccc1,,,https://doi.org/10.1021/acs.est.1c04326,benzene,Aromatic & PAHs
1296,Fluorobenzene,8.9912,1423-10-5,C1=CC=C(C=C1)F,,,https://doi.org/10.1016/j.chemosphere.2023.138907,halogeneted,Halogenated organics
1297,Fluoxetine,9.041392685,54910-89-3,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,7.1,,?10.3866/PKU.WHXB201701092,alcohol,Oxygenated organics
1298,Fluoxetine,8.9912,54910-89-3,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,,,https://doi.org/10.1016/j.jhazmat.2025.138007,alcohol,Oxygenated organics
1299,Fluoxetine,9.041392685,54910-89-3,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,7.1,,10.1016/j.chemosphere.2018.12.156,benzene,Aromatic & PAHs
1300,Flusilazole,8.662757832,99827-19-7,C[Si](Cn1cncn1)(c2ccc(F)cc2)c3ccc(F)cc3,,,https://doi.org/10.1021/acs.est.1c04326,"sulfide, disulfide",Sulfur-containing organics
1301,Flusilazole,8.662757832,85509-19-9,C[Si](CN1C=NC=N1)(C2=CC=C(C=C2)F)C3=CC=C(C=C3)F,,,http://dx.doi.org/10.1016/j.chemosphere.2017.09.134,"sulfide, disulfide",Sulfur-containing organics
1302,Flusilazole,8.662757832,85509-19-9,C[Si](Cn1cncn1)(c1ccc(F)cc1)c1ccc(F)cc1,,,10.1016/j.chemosphere.2018.12.156,"sulfide, disulfide",Sulfur-containing organics
1303,Formaldehyde,7.427946747,50-00-0,C=O,,22.0,10.1002/kin.550210807,halogeneted,Halogenated organics
1304,Formic,7.71432976,64-18-6,O=CO,4.5,25.0,10.1063/1.555808,halogeneted,Halogenated organics
1305,Formic acid,5.662757832,64-18-6,C(=O)O,0,,NIST,halogeneted,Halogenated organics
1306,Formic acid,6.130333768,6449-79-2,O=CO,,25.0,10.1063/1.555808,halogeneted,Halogenated organics
1307,Fumarate ion,7.204119983,142-44-9,,7,,NIST,amine,Nitrogen-containing organics
1308,Gallate ion,9.301,20819-16-3,O=C([O-])c1cc(O)c(O)c(O)c1,,,https://doi.org/10.1016/j.chemosphere.2023.138810,benzene,Aromatic & PAHs
1309,Gallate ion,9.462397998,20819-16-3,O=C([O-])c1cc(O)c(O)c(O)c1,5.4,,https://doi.org/10.1021/jp075464z,benzene,Aromatic & PAHs
1310,Gallate ion,9.4624,20819-16-3,O=C([O-])c1cc(O)c(O)c(O)c1,,,https://doi.org/10.1016/j.chemosphere.2023.138865,benzene,Aromatic & PAHs
1311,Gallate ion,9.4624,20819-16-3,O=C([O-])c1cc(O)c(O)c(O)c1,,,https://doi.org/10.1021/jp075464z,benzene,Aromatic & PAHs
1312,Gallate ion,8.962397998,20819-16-3,O=C([O-])c1cc(O)c(O)c(O)c1,5.4,,10.1016/j.chemosphere.2018.12.156,benzene,Aromatic & PAHs
1313,Gallate ion,9.462397998,17431-25-3,C1=C(C=C(C(=C1O)[O-])O)C(=O)O,,,https://doi.org/10.1021/acs.est.1c04326,diol,Polyfunctional / highly functionalized
1314,Gallic acid,8.799340549,149-91-7,C1=C(C=C(C(=C1O)O)O)C(=O)O,3.1,,https://doi.org/10.1021/jp075464z,diol,Polyfunctional / highly functionalized
1315,Gallic acid,9.299340549,149-91-7,O=C(O)c1cc(O)c(O)c(O)c1,3.1,,10.1063/1.555808,benzene,Aromatic & PAHs
1316,Gallic acid,8.9624,149-91-7,C1=C(C=C(C(=C1O)O)O)C(=O)O,,,https://doi.org/10.1016/j.jhazmat.2025.138205,diol,Polyfunctional / highly functionalized
1317,Gallic acid,8.9624,149-91-7,C1=C(C=C(C(=C1O)O)O)C(=O)O,,,https://doi.org/10.1016/j.jhazmat.2025.138158,diol,Polyfunctional / highly functionalized
1318,Gallic acid,8.799340549,149-91-7,OC(=O)c1cc(O)c(O)c(O)c1,,,https://doi.org/10.1021/acs.est.1c04326,alcohol,Oxygenated organics
1319,Gatifloxacin,9.477121255,112811–59–3,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,7,,https://doi.org/10.1007/s11426-012-4643-5,alcohol,Oxygenated organics
1320,Gatifloxacin,9.4771,112811-59-3,CC1CN(CCN1)C2=C(C=C3C(=C2OC)N(C=C(C3=O)C(=O)O)C4CC4)F,,,https://doi.org/10.1016/j.chemosphere.2023.138840,alkane,Aliphatic hydrocarbons
1321,Gatifloxacin,9.477121255,112811-59-3,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,7,,10.1016/j.chemosphere.2018.12.156,alcohol,Oxygenated organics
1322,Gatifloxacin,9.477121255,114213-77-3,COc1c(N2CCNC(C)C2)c(F)cc3C(=O)C(=CN(C4CC4)c13)C(O)=O,,,https://doi.org/10.1021/acs.est.1c04326,alcohol,Oxygenated organics
1323,Gatifloxacin,9.4771,112811–59–3,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,,,https://doi.org/10.1007/s11426-012-4643-5,alcohol,Oxygenated organics
1324,Gemfibrozil,8.85308953,25812-30-0,CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O,7,,https://doi.org/10.1021/acs.est.6b05536,alcohol,Oxygenated organics
1325,Gemfibrozil,8.8976,25812-30-0,CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O,,,https://doi.org/10.1016/j.chemosphere.2023.138895,alcohol,Oxygenated organics
1326,Gemfibrozil,8.85308953,25812-30-0,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,7,,10.1016/j.chemosphere.2018.12.156,cyclo,Aromatic & PAHs
1327,Gemfibrozil,9.4771,25812-30-0,CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O,,,https://doi.org/10.1016/j.jhazmat.2025.137943,alcohol,Oxygenated organics
1328,Geosmin,8.880813592,5173-69-3,C[C@H]1CCC[C@@]2(C)CCCC[C@]12O,7,20.0,10.1016/j.chemosphere.2018.12.156,halogeneted,Halogenated organics
1329,Geosmin,8.880813592,5173-69-3,C[C@H]1CCC[C@@]2([C@@]1(CCCC2)O)C,7,,https://doi.org/10.1016/j.watres.2014.11.029,halogeneted,Halogenated organics
1330,Geosmin,8.880813592,104873-46-3,C[C@H]1CCC[C@@]2(C)CCCC[C@]12O,,,https://doi.org/10.1021/acs.est.1c04326,halogeneted,Halogenated organics
1331,Geraniol,9.167317335,106-24-1,CC(C)=CCC/C(C)=C/CO,,,10.1016/j.chemosphere.2018.12.156,alkane,Aliphatic hydrocarbons
1332,Geraniol,9.540329475,106-24-1,CC(=CCC/C(=C/CO)/C)C,,,10.1097/JES.0b013e318246ee56,alkane,Aliphatic hydrocarbons
1333,Geraniol,8.8808,106-24-1,CC(=CCC/C(=C/CO)/C)C,,,https://doi.org/10.1016/j.jhazmat.2025.138204,alkane,Aliphatic hydrocarbons
1334,Geraniol,9.540329475,56802-96-1,CC(C)=CCC\C(C)=C\CO,,,https://doi.org/10.1021/acs.est.1c04326,alkane,Aliphatic hydrocarbons
1335,Glucose,7.9293,492-61-5,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O,,,https://doi.org/10.1016/j.jhazmat.2025.138232,diol,Polyfunctional / highly functionalized
1336,Glutathione,7.6012,128960-77-0,C(CC(=O)N[C@@H](CS)C(=O)NCC(=O)O)[C@@H](C(=O)O)N,,,https://doi.org/10.1016/j.jhazmat.2025.138089,halogeneted,Halogenated organics
1337,Glutathione,7.6012,128960-77-0,C(CC(=O)N[C@@H](CS)C(=O)NCC(=O)O)[C@@H](C(=O)O)N,,,https://doi.org/10.1016/j.jhazmat.2025.138306,halogeneted,Halogenated organics
1338,Glutathione,9.1684,128960-77-0,C(CC(=O)N[C@@H](CS)C(=O)NCC(=O)O)[C@@H](C(=O)O)N,,,https://doi.org/10.1016/j.jhazmat.2025.138163,halogeneted,Halogenated organics
1339,Glycine,6.954242509,56-40-6,C(C(=O)O)N,7,,NIST,halogeneted,Halogenated organics
1340,Glycolic,7.146128036,79-14-1,O=C(O)CO,4.5,25.0,10.1021/acs.est.5b03078,halogeneted,Halogenated organics
1341,Glyoxdal,7.371067862,,CC(C)(C)O,,31.85,10.1016/j.watres.2017.03.015,alkane,Aliphatic hydrocarbons
1342,Glyphosate,8.204119983,1071-83-6,C(C(=O)O)NCP(=O)(O)O,4,,https://doi.org/10.1021/jf103054h,phosphorus,Phosphorus-containing organics
1343,Glyphosate,8.204119983,1313261-72-1,OC(=O)CNC[P](O)(O)=O,,,https://doi.org/10.1021/acs.est.1c04326,alcohol,Oxygenated organics
1344,Glyphosate,8.204119983,1071-83-6,O=C(O)CNCP(=O)(O)O,4,25.0,10.1016/j.chemosphere.2018.12.156,phosphorus,Phosphorus-containing organics
1345,Guanosine,9.505149978,118-00-3,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N=C(NC2=O)N,0,,NIST,diol,Polyfunctional / highly functionalized
1346,Guanosine,9.612783857,118-00-3,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N=C(NC2=O)N,7,,NIST,diol,Polyfunctional / highly functionalized
1347,Guanosine,9.505149978,118-00-3,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N=C(NC2=O)N,0,,NIST,diol,Polyfunctional / highly functionalized
1348,"Guanosine, 2'-deoxy-",9.380211242,961-07-9,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=C(NC3=O)N)CO)O,7,,NIST,halogeneted,Halogenated organics
1349,"Guanosine, 2'-deoxy-",9.612783857,961-07-9,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=C(NC3=O)N)CO)O,7,,NIST,halogeneted,Halogenated organics
1350,H2C=C(CH3)CN,8.579783597,126-98-7,CC(C#N)=C,7,,NIST,alkane,Aliphatic hydrocarbons
1351,H2C=C(CH3)CN,8.602059991,126-98-7,CC(C#N)=C,,,NIST,alkane,Aliphatic hydrocarbons
1352,H2C=CHCO2C2H5,8.301029996,140-88-5,,,,NIST,alkane,Aliphatic hydrocarbons
1353,H2PO2-,8.255272505,15460-68-1,,7,,NIST,phosphorus,Phosphorus-containing organics
1354,H2PO3-,7.204119983,15460-71-6,,4,,NIST,phosphorus,Phosphorus-containing organics
1355,H2PO4-,4.84509804, 14066-20-7,OP(=O)(O)[O-],7,,NIST,phosphorus,Phosphorus-containing organics
1356,HEXAN-1-OL,8.204119983,205325-37-7,CCCCCCO,,,https://doi.org/10.1021/acs.est.1c04326,alkane,Aliphatic hydrocarbons
1357,HPO32-,7.792391689,15477-76-6,,8.3,,NIST,phosphorus,Phosphorus-containing organics
1358,HPO42-,6.079181246,14066-19-4,OP(=O)([O-])[O-],9,,NIST,phosphorus,Phosphorus-containing organics
1359,HSO3-,8.875061263,15181-46-1,OS(=O)[O-],4.8,,NIST,"sulfide, disulfide",Sulfur-containing organics
1360,HSO5-,5.0,12188-01-1,,,,NIST,"sulfide, disulfide",Sulfur-containing organics
1361,HYDROXYLAMINE,8.929418926,37256-42-1,NO,,,https://doi.org/10.1021/acs.est.1c04326,amine,Nitrogen-containing organics
1362,Hematoporphyrin IX,9.748188027,14459-29-1,CC1=C(C2=CC3=NC(=CC4=NC(=CC5=C(C(=C(N5)C=C1N2)C(C)O)C)C(=C4CCC(=O)O)C)C(=C3C)CCC(=O)O)C(C)O,9.8,,NIST,diol,Polyfunctional / highly functionalized
1363,Heptan-1-ol,8.397940009,,CCCCCCCO,,,https://doi.org/10.1021/acs.est.1c04326,alkane,Aliphatic hydrocarbons
1364,Heptan-1-ol,8.2041,111-70-6,CCCCCCCO,,,https://doi.org/10.1016/j.jhazmat.2025.138194,alkane,Aliphatic hydrocarbons
1365,Histidine,9.4055,351-50-8,C1=C(NC=N1)C[C@@H](C(=O)O)N,,,https://doi.org/10.1016/j.jhazmat.2025.138313,halogeneted,Halogenated organics
1366,Histidine,9.4055,351-50-8,C1=C(NC=N1)C[C@@H](C(=O)O)N,,,https://doi.org/10.1016/j.jhazmat.2025.138164,halogeneted,Halogenated organics
1367,Homophthalate ion,9.041392685,716-43-8,O=C([O-])Cc1ccccc1C(=O)[O-],7,25.0,10.1063/1.555808,benzene,Aromatic & PAHs
1368,Hydrazine,8.322219295,302-01-2,NN,4,,NIST,amine,Nitrogen-containing organics
1369,Hydrazine,8.908485019,302-01-2,NN,9.5,,NIST,amine,Nitrogen-containing organics
1370,Hydrazinecarbothioamide,9.963787827,79-19-6,C(=S)(N)NN,7,,NIST,halogeneted,Halogenated organics
1371,Hydrocinnamic acid,9.204119983,501-52-0,C1=CC=C(C=C1)CCC(=O)O,,,NIST,halogeneted,Halogenated organics
1372,Hydrogen peroxide,7.079181246, 7722-84-1,OO,,,NIST,phosphorus,Phosphorus-containing organics
1373,Hydrogen sulfite,8.875061263,64344-99-6,O[S]([O-])=O,,,https://doi.org/10.1021/acs.est.1c04326,"sulfide, disulfide",Sulfur-containing organics
1374,Hydroxylamine,7.176091259,7803-49-8,NO,4.1,,NIST,amine,Nitrogen-containing organics
1375,Hydroxylamine,8.929418926,7803-49-8,NO,8.2,,NIST,amine,Nitrogen-containing organics
1376,H·,10.0,12385-13-6,,0,,NIST,Others,Others / Unassigned
1377,IBU(neutral ibuprofen),10.61909333,71100-72-6,CC(C)Cc1ccc(C(C)C(=O)O)cc1,3,20.0,10.1021/acs.est.5b03078,cyclo,Aromatic & PAHs
1378,IPT(Isoproturon),9.831869774,27524-97-6,CC(C)c1ccc(NC(=O)N(C)C)cc1,7,25.0,10.1021/acs.est.5b03078,cyclo,Aromatic & PAHs
1379,Ibuprofen,9.220108088,58560-75-1,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,3,,https://doi.org/10.1016/j.scitotenv.2017.03.039,alkane,Aliphatic hydrocarbons
1380,Ibuprofen,9.100370545,58560-75-1,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,7.55,,10.26802/jaots.2017.0067,alkane,Aliphatic hydrocarbons
1381,Ibuprofen,9.579783597,58560-75-1,CC(C)Cc1ccc(C(C)C(=O)O)cc1,,,10.1021/acs.est.5b03078,cyclo,Aromatic & PAHs
1382,Ibuprofen,9.5798,58560-75-1,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,,,https://doi.org/10.1016/j.chroma.2014.09.029,alkane,Aliphatic hydrocarbons
1383,Ibuprofen,9.579783597,58560-75-1,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,,,https://doi.org/10.1016/j.chroma.2014.09.029,alkane,Aliphatic hydrocarbons
1384,Ibuprofen,9.120573931,58560-75-1,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,7,,https://doi.org/10.1016/j.cej.2015.01.125,alkane,Aliphatic hydrocarbons
1385,Imidacloprid,8.477121255,105827-78-9,O=[N+]([O-])NC1=NCCN1Cc1ccc(Cl)nc1,3,20.0,10.1016/j.chemosphere.2018.12.156,cyclo,Aromatic & PAHs
1386,Imidacloprid,8.477121255,105827-78-9,C1CN(/C(=N/[N+](=O)[O-])/N1)CC2=CN=C(C=C2)Cl,3,,https://doi.org/10.1039/C0NJ00726A,halogeneted,Halogenated organics
1387,Imidacloprid,8.544068044,105827-78-9,C1CN(/C(=N/[N+](=O)[O-])/N1)CC2=CN=C(C=C2)Cl,9,,https://doi.org/10.1039/C0NJ00726A,halogeneted,Halogenated organics
1388,Imidacloprid,8.511883361,2484171-01-7,[O-][N+](=O)NC1=NCCN1Cc2ccc(Cl)nc2,,,https://doi.org/10.1021/acs.est.1c04326,cyclo,Aromatic & PAHs
1389,Imidazole,9.72427587,288-32-4,C1=CN=CN1,9,,NIST,halogeneted,Halogenated organics
1390,Imidazole,9.3611,288-32-4,C1=CN=CN1,,,https://doi.org/10.1016/j.jhazmat.2025.138309,halogeneted,Halogenated organics
1391,Indole,9.4681,120-72-9,C1=CC=C2C(=C1)C=CN2,,,https://doi.org/10.1016/j.jhazmat.2025.138328,halogeneted,Halogenated organics
1392,Indomethacin,8.796574333,5354-81-4,COc1ccc2n(c(C)c(CC(O)=O)c2c1)C(=O)c3ccc(Cl)cc3,,,https://doi.org/10.1021/acs.est.1c04326,alcohol,Oxygenated organics
1393,Indomethacin,8.7966,74252-25-8,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,,,https://doi.org/10.1016/j.jhazmat.2025.138018,alcohol,Oxygenated organics
1394,Indomethacin,8.796574333,74252-25-8,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,7,20.0,10.1016/j.chemosphere.2018.12.156,alcohol,Oxygenated organics
1395,Indomethacin,8.796574333,74252-25-8,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O,7,,https://doi.org/10.1016/j.cej.2017.09.025,alcohol,Oxygenated organics
1396,Iodoacetic acid,9.531478917,64-69-7,O=C(O)CI,7,,10.1016/j.chemosphere.2018.12.156,halogeneted,Halogenated organics
1397,Iodoacetic acid,9.531478917,64-69-7,C(C(=O)O)I,7,,https://doi.org/10.1016/j.watres.2016.07.004,halogeneted,Halogenated organics
1398,Iodoacetic acid,9.531478917,55757-50-1,OC(=O)CI,,,https://doi.org/10.1021/acs.est.1c04326,alcohol,Oxygenated organics
1399,Iodobenzene,7.954242509,104130-35-0,C1=CC=C(C=C1)I,,,https://doi.org/10.1016/S0969-806X(96)00098-9,halogeneted,Halogenated organics
1400,Iodobenzene,7.9542,104130-35-0,C1=CC=C(C=C1)I,,,https://doi.org/10.1016/j.jhazmat.2025.138040,halogeneted,Halogenated organics
1401,Iodobenzene,7.954242509,104130-35-0,Ic1ccccc1,,,10.1016/j.chemosphere.2018.12.156,benzene,Aromatic & PAHs
1402,Iopromide,8.556302501,73334-07-3,COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,7,,10.1016/j.chemosphere.2018.12.156,diol,Polyfunctional / highly functionalized
1403,Iopromide,4.079181246,185459-57-8,COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(c1I)C(=O)N(C)CC(O)CO,,,https://doi.org/10.1021/acs.est.1c04326,diol,Polyfunctional / highly functionalized
1404,Isoborneol,8.722633923,124-76-5,C[C@@]12CC[C@@H](C1(C)C)C[C@H]2O,7.4,,?10.1021/bk-2011-1071.ch012,halogeneted,Halogenated organics
1405,Isobutane,8.041392685, 75-28-5,CC(C)C,,,NIST,alkane,Aliphatic hydrocarbons
1406,Isobutyl acetate,7.491361694,110-19-0,CC(C)COC(=O)C,,,NIST,alcohol,Oxygenated organics
1407,Isobutylamine,7.7658,78-81-9,CC(C)CN,,,https://doi.org/10.1016/j.jhazmat.2025.138299,alkane,Aliphatic hydrocarbons
1408,Isopropyl Alcohol,7.959041392,67-63-0,CC(C)O,1,,NIST,alkane,Aliphatic hydrocarbons
1409,Isopropyl Alcohol,7.903089987,67-63-0,CC(C)O,7,,NIST,alkane,Aliphatic hydrocarbons
1410,Isopropyl Alcohol,7.929418926,67-63-0,CC(C)O,9,,NIST,alkane,Aliphatic hydrocarbons
1411,Isopropyl Alcohol,7.929418926,67-63-0,CC(C)O,4.4,,NIST,alkane,Aliphatic hydrocarbons
1412,Isopropyl acetate,6.176091259,108-21-4,CC(C)OC(=O)C,,,NIST,alcohol,Oxygenated organics
1413,Isopropylamine,7.4627,75-31-0,CC(C)N,,,https://doi.org/10.1016/j.jhazmat.2025.138297,alkane,Aliphatic hydrocarbons
1414,Isoproturon,9.9731,34123-59-6,CC(C)C1=CC=C(C=C1)NC(=O)N(C)C,,,https://doi.org/10.1016/j.chemosphere.2023.138838,alkane,Aliphatic hydrocarbons
1415,Isoproturon,9.4624,34123–59–6,CC(C)C1=CC=C(C=C1)NC(=O)N(C)C,,,http://dx.doi.org/10.4236/ajac.2014.58060,alkane,Aliphatic hydrocarbons
1416,Isoproturon,9.4624,34123-59-6,CC(C)C1=CC=C(C=C1)NC(=O)N(C)C,,,https://doi.org/10.1016/j.jhazmat.2025.137945,alkane,Aliphatic hydrocarbons
1417,Isoproturon,9.462397998,34123-59-6,CC(C)C1=CC=C(C=C1)NC(=O)N(C)C,7,,https://doi.org/10.1002/cphc.200500004,alkane,Aliphatic hydrocarbons
1418,Isoproturon,9.462397998,34123-59-6,CC(C)c1ccc(NC(=O)N(C)C)cc1,7,24.85,10.1016/j.envint.2018.12.043,cyclo,Aromatic & PAHs
1419,L-(-)-Tyrosine,9.505149978,55520-40-6,C1=CC(=CC=C1C[C@@H](C(=O)O)N)O,7,,NIST,halogeneted,Halogenated organics
1420,L-(-)-Tyrosine,9.477121255,55520-40-6,C1=CC(=CC=C1C[C@@H](C(=O)O)N)O,6.8,,NIST,halogeneted,Halogenated organics
1421,L-Alanine,7.0,6898-94-8,C[C@@H](C(=O)O)N,7,,NIST,halogeneted,Halogenated organics
1422,L-Histidine Base,9.397940009,7006-35-1,C1=C(NC=N1)CC(C(=O)O)N,7,,NIST,halogeneted,Halogenated organics
1423,L-PHENYLALANINE,9.431363764,3617-44-5,C1=CC=C(C=C1)C[C@@H](C(=O)O)N,4.4,,NIST,halogeneted,Halogenated organics
1424,Lactic,7.176091259,10326-41-7,CC(O)C(=O)O,4.5,25.0,10.1021/acs.est.5b03078,alkane,Aliphatic hydrocarbons
1425,Levofloxacin,9.7782,100986-85-4,C[C@H]1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,,,https://doi.org/10.1016/j.chemosphere.2023.138827,alcohol,Oxygenated organics
1426,Lindane,9.113943352,201417-04-1,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,,,https://doi.org/10.1021/acs.est.1c04326,benzene,Aromatic & PAHs
1427,Lindane,9.113943352,6108/12/9,C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl,7.4,,https://doi.org/10.1016/j.watres.2023.120378,halogeneted,Halogenated organics
1428,Lindane,9.113943352,6108/12/10,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,7.4,,10.1016/j.chemosphere.2018.12.156,benzene,Aromatic & PAHs
1429,Linuron,9.7076,330–55–2,CN(C(=O)NC1=CC(=C(C=C1)Cl)Cl)OC,,,http://dx.doi.org/10.4236/ajac.2014.58060,alcohol,Oxygenated organics
1430,Linuron,9.7076,330-55-2,CN(C(=O)NC1=CC(=C(C=C1)Cl)Cl)OC,,,https://doi.org/10.1016/j.chemosphere.2023.138854,alcohol,Oxygenated organics
1431,Linuron,9.707570176,330-55-2,CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,7,24.85,10.1016/j.chemosphere.2018.12.156,amide,Nitrogen-containing organics
1432,Linuron,9.707570176,330-55-2,CN(C(=O)NC1=CC(=C(C=C1)Cl)Cl)OC,7,,https://doi.org/10.1002/cphc.200500004,alcohol,Oxygenated organics
1433,Lumiflavine,9.84509804,1088-56-8,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C,7,,NIST,alkane,Aliphatic hydrocarbons
1434,Lysozyme,10.25527251,9001-63-2,CCC(C)C(C(=O)NC(CCCNC(=N)N)C(=O)NC(C)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(C(C)C)C(=O)NC(C)C(=O)NC(CC3=CNC4=CC=CC=C43)C(=O)NC(CCCNC(=N)N)C(=O)NC(CC(=O)N)C(=O)NC(CCCNC(=N)N)C(=O)O)NC(=O)CNC(=O)C(CCC(=O)N)NC(=O)C5CCCN5C(=O)C(CC(=O)O)NC(=O)C(CCCNC(=N)N)NC(=O)C(C(C)C)NC(=O)C(C(C)C)NC(=O)C(CCCNC(=N)N)N,7,,NIST,alkane,Aliphatic hydrocarbons
1435,MTBE (Methyl tert-butyl ether),7.495544338,67000-01-5,COC(C)(C)C,,25.0,doi.org/10.1016/j.watres.2012.06.006,alcohol,Oxygenated organics
1436,Malathion,9.4807,121-75-5,CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC,,,https://doi.org/10.1016/j.jhazmat.2025.138166,diol,Polyfunctional / highly functionalized
1437,Malic,6.995635195,97-67-6,O=C(O)CC(O)C(=O)O,4.5,25.0,10.1021/acs.est.5b03078,halogeneted,Halogenated organics
1438,Malonic,6.230448921,61699-89-6,O=C(O)CC(=O)O,4.5,25.0,10.1021/acs.est.5b03078,halogeneted,Halogenated organics
1439,Mecoprop,8.8424,7085-19-0,CC1=C(C=CC(=C1)Cl)OC(C)C(=O)O,,,https://doi.org/10.1016/j.jhazmat.2025.138167,alcohol,Oxygenated organics
1440,Mesitylene,9.113943352,108-67-8,Cc1cc(C)cc(C)c1,4,24.85,10.1016/j.chemosphere.2018.12.156,benzene,Aromatic & PAHs
1441,Mesitylene,9.113943352,108-67-8,CC1=CC(=CC(=C1)C)C,4,,https://doi.org/10.1039/FD9950000129,alkane,Aliphatic hydrocarbons
