No.,Chemical compound,K,Logk,Cas,Smiles,Ph,T,Ref,Chemical_class_27,Chemical_class_coarse
205,N-acety-His,,4.903089987,411206-77-4,CC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)O,7.3,,10.1021/tx0155451,alkane,Aliphatic hydrocarbons
206,N-acetyl- Arg-Ome,,1.505149978,113715-88-1,COC(=O)[C@H](CCCNC(=N)N)NC(C)=O,7.3,,10.1021/tx0155451,alcohol,Oxygenated organics
207,N-acetylcystein,,7.462397998,126190-04-3,CC(=O)N[C@@H](CS)C(=O)O,,,10.1016/j.freeradbiomed.2014.04.024,alkane,Aliphatic hydrocarbons
208,N-acetyl-Lys,,3.897627091,81483-91-2,CC(=O)NC(CCCCN)C(=O)O,7.3,,10.1021/tx0155451,alkane,Aliphatic hydrocarbons
209,N-acetyl-Trp,,3.892094603,219661-33-3,CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,7.3,,10.1021/tx0155451,alkane,Aliphatic hydrocarbons
210,N-acetyl-Tyr,,1.672097858,70529-66-7,CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,7.3,,10.1021/tx0155451,alkane,Aliphatic hydrocarbons
211,Nadolol,,-0.638272164,2434865-25-3,CC(C)(C)NCC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2,7.0,,10.1016/j.chemosphere.2008.08.033,alcohol,Oxygenated organics
212,n-butylamine,,8.212187604,1208080-07-2,CCCCN,,,doi.org/10.1016/j.watres.2012.06.006,alkane,Aliphatic hydrocarbons
213,N-Cl-b-alanine,,2.444044796,13215-35-5,O=C(O)CNCl,,,doi.org/10.1016/j.watres.2012.06.006,halogeneted,Halogenated organics
214,N-Cl-glycylglycine,,0.939519253,23273-91-8,O=C(O)CNC(=O)CNCl,,,doi.org/10.1016/j.watres.2012.06.006,halogeneted,Halogenated organics
215,NH3,,6.477121255,19496-55-0,N,,,doi.org/10.1016/j.watres.2012.06.006,amine,Nitrogen-containing organics
216,nimesulide,,2.361727836,10932-22-6,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,,,10.1080/10715760310001659404,"sulfide, disulfide",Sulfur-containing organics
217,oxytetracycline,,6.686636269,8017-33-2,CN(C)[C@@H]1C([O-])=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c([O-])cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,,,10.1016/j.watres.2010.11.039,halogeneted,Halogenated organics
218,oxytetracycline,,6.859138297,8017-33-2,C[NH+](C)[C@@H]1C([O-])=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c([O-])cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,,,10.1016/j.watres.2010.11.039,halogeneted,Halogenated organics
219,oxytetracycline,,7.103803721,8017-33-2,C[NH+](C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,,,10.1016/j.watres.2010.11.039,halogeneted,Halogenated organics
220,para-aminobenzoic acid,,3.633468456,94348-92-2,Nc1ccc(C(=O)O)cc1,,,10.1080/10715760310001659404,cyclo,Aromatic & PAHs
221,Paracetamol,,2.176091259,58357-81-6,CC(=O)Nc1ccc(O)cc1,7.0,,10.1016/j.chemosphere.2008.08.033,benzene,Aromatic & PAHs
222,phenolate,,4.340444115,31061-59-3,[O-]c1ccccc1,,,doi.org/10.1016/j.watres.2012.06.006,benzene,Aromatic & PAHs
223,phosphorul-ethanolamine,,4.255272505,133827-62-0,NCCOP(=O)([O-])O,,,10.1021/tx025670s,phosphorus,Phosphorus-containing organics
224,phosphoryl-choline,,2.255272505,9028-67-5,C[N+](C)(C)CCOP(=O)([O-])O,,,10.1021/tx025670s,phosphorus,Phosphorus-containing organics
225,phosphoryl-serine,,4.51851394,918794-13-5,NC(COP(=O)([O-])O)C(=O)O,,,10.1021/tx025670s,halogeneted,Halogenated organics
226,Propionamide,,-1.387216143,10601-74-8,CCC(N)=O,7.3,,10.1021/tx0155451,alkane,Aliphatic hydrocarbons
227,propylamine,,8.26245109,1219798-50-1,CCCN,,,doi.org/10.1016/j.watres.2012.06.006,alkane,Aliphatic hydrocarbons
228,pyruvic acid,,0.336459734,74787-41-0,CC(=O)C(=O)O,,,doi.org/10.1016/j.watres.2012.06.006,alkane,Aliphatic hydrocarbons
229,pyruvic ion,,0.336459734,74787-41-0,CC(=O)C(=O)[O-],,,10.1039/c4ra12789g,alkane,Aliphatic hydrocarbons
230,quercetin,,5.146128036,832692-15-6,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,,,10.1016/j.tiv.2012.04.010,alcohol,Oxygenated organics
231,Ser,,5.230448921,944283-11-8,NC(CO)C(=O)O,7.3,,10.1021/tx0155451,halogeneted,Halogenated organics
232,Sulfamerazine,,-0.37675071,127-79-7,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,7.0,,10.1016/j.chemosphere.2008.08.033,benzene,Aromatic & PAHs
233,Sulfamethazine,,-0.102372909,53081-02-0,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,7.0,,10.1016/j.chemosphere.2008.08.033,benzene,Aromatic & PAHs
234,Sulfamethizole,,-0.698970004,1334378-92-5,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,7.0,,10.1016/j.chemosphere.2008.08.033,"sulfide, disulfide",Sulfur-containing organics
235,sulfamethoxazole,,2.979997419,1346603-52-8,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,,,10.1016/j.watres.2009.11.045,benzene,Aromatic & PAHs
236,sulfamethoxazole,,-0.187086643,1346603-52-8,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,7.0,,10.1016/j.watres.2009.11.045,benzene,Aromatic & PAHs
237,Sulfathiazole,,0.276461804,1020719-89-4,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,7.0,,10.1016/j.chemosphere.2008.08.033,"sulfide, disulfide",Sulfur-containing organics
238,t-butylamine,,3.397940009,7337-45-3,CC(C)(C)N,7.3,,doi.org/10.1016/j.watres.2012.06.006,alkane,Aliphatic hydrocarbons
239,t-butylamine,,7.7355989,7337-45-3,CC(C)(C)N,,,doi.org/10.1016/j.watres.2012.06.006,alkane,Aliphatic hydrocarbons
240,tenoxicam,,3.602059991,2140327-41-7,CN1/C(=C(\O)Nc2ccccn2)C(=O)c2sccc2S1(=O)=O,,,10.1080/10715760310001659404,"sulfide, disulfide",Sulfur-containing organics
241,tetracycline,,7.049218023,84187-37-1,C[NH+](C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)C3CC12,,,10.1016/j.watres.2010.11.039,cyclo,Aromatic & PAHs
242,tetracycline,,6.451786436,84187-37-1,C[NH+](C)[C@@H]1C([O-])=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c([O-])cccc4[C@@](C)(O)C3CC12,,,10.1016/j.watres.2010.11.039,cyclo,Aromatic & PAHs
243,thioglycolate,,9.838849091,137754-72-4,O=C([O-])CS,,,10.1021/acs.inorgchem.6b03182,"sulfide, disulfide",Sulfur-containing organics
244,thiourea,,9.517193892,883091-83-6,NC(N)=S,,,10.1021/acs.inorgchem.6b03182,"sulfide, disulfide",Sulfur-containing organics
245,tribromoacetamide,,2.022336709,594-47-8,NC(=O)C(Br)(Br)Br,,,10.1016/j.watres.2018.06.024,halogeneted,Halogenated organics
246,trichloroacetamide,,2.199572355,73006-90-3,NC(=O)C(Cl)(Cl)Cl,,,10.1016/j.watres.2018.06.024,halogeneted,Halogenated organics
247,trichloroacetonitrile,,1.035874257,545-06-2,N#CC(Cl)(Cl)Cl,,,10.1016/j.watres.2018.06.024,halogeneted,Halogenated organics
248,triclosan phenolate-dissociated,,3.73239376,1020720-00-6,[O-]c1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,,,doi.org/10.1016/j.watres.2012.06.006,alcohol,Oxygenated organics
249,Trimethoprim,,1.763427994,304671-81-6,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,7.0,,10.1016/j.chemosphere.2008.08.033,diol,Polyfunctional / highly functionalized
250,Trimethylacetamide,,-2.096910013,199855-36-2,CCC(=O)N(C)C,7.3,,10.1021/tx0155451,alkane,Aliphatic hydrocarbons
251,trimethylamine,,4.698970004,75-22-9,CN(C)C,,,doi.org/10.1016/j.watres.2012.06.006,halogeneted,Halogenated organics
252,Trolox,,3.113943352,2314470-99-8,Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2,,,10.1021/tx025670s,diol,Polyfunctional / highly functionalized
253,Ubiquinol-0,,3.113943352,139047-33-9,COc1c(O)cc(C)c(O)c1OC,,,10.1021/tx025670s,diol,Polyfunctional / highly functionalized
254,Val,,4.86923172,317335-37-8,CC(C)C(N)C(=O)O,,,doi.org/10.1016/j.watres.2012.06.006,alkane,Aliphatic hydrocarbons
255,α-ionone,,1.44870632,130015-00-8,CC(=O)/C=C/C1C(C)=CCCC1(C)C,7.51,,doi.org/10.1016/j.watres.2012.06.006,cyclo,Aromatic & PAHs
256,β-estradiol,,5.561101384,79037-37-9,C[C@]12CC[C@@H]3c4ccc([O-])cc4CC[C@H]3[C@@H]1CC[C@@H]2O,,,doi.org/10.1016/j.watres.2012.06.006,halogeneted,Halogenated organics
257,β-ionone,,1.079181246,76739-82-7,CC(=O)/C=C/C1=C(C)CCCC1(C)C,7.29,,doi.org/10.1016/j.watres.2012.06.006,cyclo,Aromatic & PAHs
258,ε-aminocaproic acid,,3.672097858,1246819-49-7,NCCCCCC(=O)O,7.3,,doi.org/10.1016/j.watres.2012.06.006,halogeneted,Halogenated organics
259,"2,4-dichlorophenolate",,2.481442629,89284-82-2,[O-]c1ccc(Cl)cc1Cl,,,doi.org/10.1016/j.watres.2012.06.006,benzene,Aromatic & PAHs
260,"2,6-dichlorophenol",,2.28780173,107931-00-0,Oc1c(Cl)cccc1Cl,,,10.1021/es010076a,alcohol,Oxygenated organics
261,2-amino hexanoic acid,,7.505149978,78121-46-7,CCCCC(N)C(=O)O,,,doi.org/10.1016/j.watres.2012.06.006,alkane,Aliphatic hydrocarbons
262,2-chlorophenolate,,3.383815366,85940-53-0,[O-]c1ccccc1Cl,,,doi.org/10.1016/j.watres.2012.06.006,benzene,Aromatic & PAHs
263,"3,3′-dithiodipropionate",,5.982271233,15441-06-2,O=C([O-])CCSSCCC(=O)[O-],,,doi.org/10.1016/j.watres.2012.06.006,"sulfide, disulfide",Sulfur-containing organics
264,3-hydroxy-5-methylphenolate,,7.668789525,93839-63-5,Cc1cc([O-])cc(O)c1,,,doi.org/10.1016/j.watres.2012.06.006,benzene,Aromatic & PAHs
265,3-indolepropionic acid,,4.176091259,2469257-98-3,O=C(O)CCc1c[nH]c2ccccc12,7.3,,10.1021/tx0155451,cyclo,Aromatic & PAHs
266,3-pentenoic acid,,0.939519253,41653-93-4,C/C=C/CC(=O)O,,,10.1021/tx025670s,halogeneted,Halogenated organics
267,4-iodophenolate,,3.303196057,19524-05-1,[O-]c1ccc(I)cc1,,,doi.org/10.1016/j.watres.2012.06.006,benzene,Aromatic & PAHs
268,Acetaminde,,-0.206054482,60-35-5,CC(N)=O,,,10.1016/j.watres.2018.06.024,alkane,Aliphatic hydrocarbons
269,Ala,,7.674861141,61043-68-3,CC(N)C(=O)O,,,doi.org/10.1016/j.watres.2012.06.006,alkane,Aliphatic hydrocarbons
270,Ascorbate,,6.77815125,37237-57-3,O=C1O[C@H]([C@@H](O)CO)C([O-])=C1O,,,10.1021/tx025670s,diol,Polyfunctional / highly functionalized
271,b-alanine,,7.949390007,14405-06-2,NCCC(=O)O,,,doi.org/10.1016/j.watres.2012.06.006,halogeneted,Halogenated organics
272,bisphenolA-dissociated,,4.819543936,69011-34-3,CC(C)(c1ccc([O-])cc1)c1ccc([O-])cc1,,,doi.org/10.1016/j.watres.2012.06.006,benzene,Aromatic & PAHs
273,carcinine,,5.146128036,143885-59-0,NCCC(=O)NCCc1c[nH]cn1,7.4,,10.1021/acs.chemrestox.8b00363,halogeneted,Halogenated organics
274,Methylammonium chloride,,2.505149978,593-51-1,CNCl,,,doi.org/10.1016/j.watres.2012.06.006,halogeneted,Halogenated organics
275,chlorotetracycline,,6.683947131,7301-38-4,CN(C)[C@@H]1C([O-])=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c([O-])ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12,,,10.1016/j.watres.2010.11.039,halogeneted,Halogenated organics
276,dehydro-β-ionone,,2.217483944,1203-08-3,CC(=O)/C=C/C1=C(C)C=CCC1(C)C,7.37,,doi.org/10.1016/j.watres.2012.06.006,cyclo,Aromatic & PAHs
277,dichloroacetamide,,1.52648287,98137-00-9,NC(=O)C(Cl)Cl,,,10.1016/j.watres.2018.06.024,halogeneted,Halogenated organics
278,dichloroacetonitrile,,-0.720611929,3018-12-0,N#CC(Cl)Cl,,,10.1016/j.watres.2018.06.024,halogeneted,Halogenated organics
279,diiodoacetamide,,1.017728767,5875-23-0,NC(=O)C(I)I,,,10.1016/j.watres.2018.06.024,halogeneted,Halogenated organics
280,dithiodiglycolate,,5.342422681,68223-93-8,[O-]C(=S)COCC([O-])=S,,,10.1021/acs.inorgchem.6b03182,"sulfide, disulfide",Sulfur-containing organics
281,estrone,,5.618048097,53-16-7,C[C@]12CC[C@@H]3c4ccc([O-])cc4CC[C@H]3[C@@H]1CCC2=O,,,10.1021/es040006e,halogeneted,Halogenated organics
282,Gemfibrozil,,-0.045757491,86837-66-3,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,7.0,,10.1016/j.chemosphere.2008.08.033,cyclo,Aromatic & PAHs
283,Hydroquinone,,1.653212514,56924-48-2,Oc1ccc(O)cc1,,,10.1021/tx025670s,alcohol,Oxygenated organics
284,Isobutyramide,,-2.522878745,1224439-42-2,CC(C)C(N)=O,7.3,,10.1021/tx0155451,alkane,Aliphatic hydrocarbons
285,Isochlortetracycline,,6.584331224,89835-80-3,CN(C)C1C([O-])=C(C(N)=O)C(=O)C2(O)C(=O)CC(C3(C)OC(=O)c4c([O-])ccc(Cl)c43)CC12,,,10.1016/j.watres.2010.11.039,alcohol,Oxygenated organics
286,Isoprothiolane,,1.865103975,1715020-82-8,CC(C)OC(=O)C(C(=O)OC(C)C)=C1SCCS1,,,10.1016/j.chemosphere.2019.03.179,diol,Polyfunctional / highly functionalized
287,N-acetylmethionin,,8.230448921,1115-47-5,CSCC[C@H](NC(C)=O)C(=O)O,,,10.1016/j.freeradbiomed.2014.04.024,"sulfide, disulfide",Sulfur-containing organics
288,Naproxen,,1.397940009,119166-66-4,COc1ccc2cc(C(C)C(=O)O)ccc2c1,7.0,,10.1016/j.chemosphere.2008.08.033,alcohol,Oxygenated organics
289,NH2Cl,,2.176091259,10599-90-3,NCl,,,doi.org/10.1016/j.watres.2012.06.006,halogeneted,Halogenated organics
290,piroxicam,,3.556302501,1261393-52-5,CN1/C(=C(/O)Nc2ccccn2)C(=O)c2ccccc2S1(=O)=O,,,10.1080/10715760310001659404,"sulfide, disulfide",Sulfur-containing organics
291,Propranolol,,1.785329835,127202-03-3,CC(C)NCC(O)COc1cccc2ccccc12,7.0,,10.1016/j.chemosphere.2008.08.033,alcohol,Oxygenated organics
292,sec-butylamine,,7.949390007,33966-50-6,CCC(C)N,,,doi.org/10.1016/j.watres.2012.06.006,alkane,Aliphatic hydrocarbons
293,Sulfadimethoxine,,0.750508395,345936-70-1,COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,7.0,,10.1016/j.chemosphere.2008.08.033,alcohol,Oxygenated organics
294,tetracycline,,6.004321374,84187-37-1,CN(C)[C@@H]1C([O-])=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c([O-])cccc4[C@@](C)(O)C3CC12,,,10.1016/j.watres.2010.11.039,cyclo,Aromatic & PAHs
295,Triclosan,,2.672097858,1020720-00-6,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,7.0,,10.1016/j.chemosphere.2008.08.033,diol,Polyfunctional / highly functionalized
296,tri-ethanolamine,,3.079181246,133827-62-0,OCCN(CCO)CCO,,,doi.org/10.1016/j.watres.2012.06.006,alcohol,Oxygenated organics
297,β-estradiol,,0.5774918,79037-37-9,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,,,doi.org/10.1016/j.watres.2012.06.006,halogeneted,Halogenated organics
298,acrolein,2.7,0.43,1325559-16-7,C=CC=O,,,"(Marron et al., 2021)",halogeneted,Halogenated organics
299,crotonaldehyde,0.96,-0.02,15798-64-8,C/C=C/C=O,,,"(Marron et al., 2021)",halogeneted,Halogenated organics
300,trans-2-pentenal,0.54,-0.27,764-39-6,CC/C=C/C=O,,,"(Marron et al., 2021)",alkane,Aliphatic hydrocarbons
301,trans-2-hexenal,0.47,-0.33,25166-87-4,CCC/C=C/C=O,,,"(Marron et al., 2021)",alkane,Aliphatic hydrocarbons
302,tran-2-heptenal,0.46,-0.34,147416-08-8,CCCC/C=C/C=O,,,"(Marron et al., 2021)",alkane,Aliphatic hydrocarbons
303,tiglic aldehyde,0.08,-1.12,497-03-0,C\C=C(/C)C=O,,,"(Marron et al., 2021)",halogeneted,Halogenated organics
304,3-methyl crotonaldehyde,0.29,-0.54,15798-64-8,CC(C)=CC=O,,,"(Marron et al., 2021)",alkane,Aliphatic hydrocarbons
305,"tran,trans-2,4-hexadienal (DIEN-CHO)",0.08,-1.12,141812-70-6,C/C=C/C=C/C=O,,,"(Li et al., 2020)",halogeneted,Halogenated organics
306,"2,4-hexadiEnal",0.15,-0.82,4488-47-5,CC=CC=CC=O,,,"(Marron et al., 2021)",alkane,Aliphatic hydrocarbons
307,methyl vinyl ketone,0.09,-1.05,24415-26-7,CC(=O)C=C,,,"(Marron et al., 2021)",alkane,Aliphatic hydrocarbons
308,"tran,trans-2,4-hexadien-1-ol (Dien-OH)",14.44,1.16,82168-14-7,C/C=C/C=C/CO,,,"(Li et al., 2020)",halogeneted,Halogenated organics
309,sorbic acid (Dien-COOH),3.04,0.48,110-44-1,C/C=C/C=C/C(O)=O,,,"(Li et al., 2020)",halogeneted,Halogenated organics
310,3-pentenoic acid,8.7,0.94,41653-93-4,CC=CCC(O)=O,,,"(Pattison et al., 2003)",alkane,Aliphatic hydrocarbons
311,methylcinnamate (MCA),0.01,-2.11,69772-36-7,COC(=O)C=Cc1ccccc1,,,"(Li et al., 2020)",alcohol,Oxygenated organics
312,β-Cyclocitral,1.1,0.04,432-25-7,[H]C(=O)C1=C(C)CCCC1(C)C,,,"(Zhang et al., 2012)",cyclo,Aromatic & PAHs
313,Anatoxin-a,0.71,-0.15,132014-75-6,CC(=O)C1=CCC[C@@H]2CC[C@H]1N2,,,"(Deborde and von Gunten, 2008)",alkane,Aliphatic hydrocarbons
314,β-Ionone,21.99,1.34,76739-82-7,O=C(C=CC1=C(CCCC1(C)C)C)C,,,"(Zhang et al., 2012)",halogeneted,Halogenated organics
315,acrylamide,0.12,-0.91,2319788-93-5,NC(=O)C=C,,,"(Wang et al., 2018)",halogeneted,Halogenated organics
316,antipyrine,6558.0,3.82,342821-66-3,CN1N(C(=O)C=C1C)c2ccccc2,,,"(Cai et al., 2013)",benzene,Aromatic & PAHs
317,Acid Red 1,14.33,1.16,12234-99-0,[Na+].[Na+].CC(=O)Nc1cc(cc2C=C(\C(=N/Nc3ccccc3)C(=O)c12)[S]([O-])(=O)=O)[S]([O-])(=O)=O,,,"(Fu et al., 2017)","sulfide, disulfide",Sulfur-containing organics
318,bromacil,110.02,2.04,8071-35-0,CCC(C)N1C(=O)NC(=C(Br)C1=O)C,,,"(Hu et al., 2019)",imidazole,Heterocycles
319,Amitriptyline HCl,6.9,0.84,203645-63-0,[H+].[Cl-].CN(C)CCC=C1c2ccccc2CCc3ccccc13,,,"(Real et al., 2015)",benzene,Aromatic & PAHs
320,Nortriptyline HCl,0.4,-0.4,203784-52-5,CNCC/C=C1C2=CC=CC=C2CCC3=CC=CC=C\13.[H]Cl,,,"(Acero et al., 2013)",cyclo,Aromatic & PAHs
321,tetracycline,1260000.0,6.1,84187-37-1,CN(C)[C@H]1[C@@H]2C[C@H]3C(=C(O)c4c(O)cccc4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)\C(=C(N)/O)C1=O,,,"(Wang et al., 2011)",diol,Polyfunctional / highly functionalized
322,oxytetracycline,1240000.0,6.09,8017-33-2,O.O.CN(C)[C@H]1[C@@H]2[C@@H](O)[C@H]3C(=C(O)c4c(O)cccc4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)\C(=C(N)/O)C1=O,,,"(Wang et al., 2011)",diol,Polyfunctional / highly functionalized
323,chlorotetracycline,316000.0,5.5,7301-38-4,CN(C)[C@H]1[C@@H]2CC3C(=C(O)c4c(O)ccc(Cl)c4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)\C(=C(N)/O)C1=O,,,"(Wang et al., 2011)",diol,Polyfunctional / highly functionalized
324,N-methyl formamide,0.21,-0.67,28918-58-3,CNC=O,,,"(Deborde and von Gunten, 2008)",halogeneted,Halogenated organics
325,N-methyl acetamide,0.02,-1.7,99854-78-1,CNC(C)=O,,,"(Deborde and von Gunten, 2008)",halogeneted,Halogenated organics
326,N-methyl propanamide,0.03,-1.58,906650-79-1,CCC(=O)NC,,,"(Deborde and von Gunten, 2008)",alkane,Aliphatic hydrocarbons
327,Urea,0.14,-0.85,594-05-8,NC(N)=O,,,"(Schmalz et al., 2011)",halogeneted,Halogenated organics
328,"(N,N')-dimethylurea",0.83,-0.08,86290-98-4,CNC(=O)NC,,,"(Deborde and von Gunten, 2008)",halogeneted,Halogenated organics
329,Propionamide,0.04,-1.39,10601-74-8,CCC(N)=O,,,"(Deborde and von Gunten, 2008)",alkane,Aliphatic hydrocarbons
330,Isobutyramide,0.03,-1.48,1224439-42-2,CC(C)C(N)=O,,,"(Deborde and von Gunten, 2008)",alkane,Aliphatic hydrocarbons
331,Trimethylacetamide,0.01,-2.1,199855-36-2,CC(C)(C)C(N)=O,,,"(Deborde and von Gunten, 2008)",alkane,Aliphatic hydrocarbons
332,"1,1-dimethylsemicarbazide",81.0,1.91,198139-81-0,CN(C)NC(N)=O,,,"(Lee et al., 2020)",halogeneted,Halogenated organics
333,"4,4′-hexamethylenebis(1,1-dimethylsemicarbazide)?",204.0,2.31,69938-76-7,CN(C)NC(=O)NCCCCCCNC(=O)NN(C)C,,,"(Lee et al., 2020)",halogeneted,Halogenated organics
334,metribuzin,105.06,2.02,2140327-63-3,CSC1=NN=C(C(=O)N1N)C(C)(C)C,,,"(Hu et al., 2017)","sulfide, disulfide",Sulfur-containing organics
335,irbesartan,13.93,1.14,1079997-01-5,CCCCC1=NC2(CCCC2)C(=O)N1Cc3ccc(cc3)c4ccccc4c5n[nH]nn5,,,"(Carpinteiro et al., 2019)",alkane,Aliphatic hydrocarbons
336,oxazepam,8.74,0.94,5163-21-3,OC1N=C(c2ccccc2)c3cc(Cl)ccc3NC1=O,,,"(Carpinteiro et al., 2017)",alcohol,Oxygenated organics
337,Cytidine-5'-monophosphate (CMP),66.0,1.82,63-37-6,NC1=NC(=O)N(C=C1)[C@@H]2O[C@H](CO[P](O)(O)=O)[C@@H](O)[C@H]2O,,,"(Deborde and von Gunten, 2008)",diol,Polyfunctional / highly functionalized
338,Guanosine-5'- monophosphate (GMP),21000.0,4.32,85-32-5,NC1=Nc2n(cnc2C(=O)N1)[C@@H]3O[C@H](CO[P](O)(O)=O)[C@@H](O)[C@H]3O,,,"(Deborde and von Gunten, 2008)",diol,Polyfunctional / highly functionalized
339,Cylindrospermopsin,1265.0,3.1,221554-69-4,C[C@H]1[C@H](C[C@@H]2C[C@@H](NC3=NC[C@H]1N23)[C@H](O)C4=CC(=O)NC(=O)N4)O[S](O)(=O)=O,,,"(Rodríguez et al., 2007)","sulfide, disulfide",Sulfur-containing organics
340,chlorocreatinine,1.16,0.06,60-27-5,N=C(N(C1)C)N(Cl)C1=O,,,"(Zhang et al., 2018)",halogeneted,Halogenated organics
341,"N,N-diethyl-m-toluamide or DEET",0.0,-2.89,134-62-3,CCN(CC)C(=O)c1cccc(C)c1,,,"(Acero et al., 2013)",benzene,Aromatic & PAHs
342,benzanilide,0.02,-1.68,92850-67-4,O=C(Nc1ccccc1)c2ccccc2,,,"(Huang et al., 2021)",benzene,Aromatic & PAHs
343,phenylurea,0.76,-0.12,137636-01-2,NC(=O)Nc1ccccc1,,,"(Chusaksri et al., 2012)",benzene,Aromatic & PAHs
344,isoproturon,0.35,-0.46,77591-43-6,CC(C)c1ccc(NC(=O)N(C)C)cc1,,,"(Acero et al., 2007)",cyclo,Aromatic & PAHs
345,phenacetin,0.45,-0.35,60902-27-4,CCOc1ccc(NC(C)=O)cc1,,,"(Acero et al., 2010)",alcohol,Oxygenated organics
346,metoxuron,0.27,-0.57,2030182-41-1,COc1ccc(NC(=O)N(C)C)cc1Cl,,,"(Chusaksri et al., 2012)",alcohol,Oxygenated organics
347,"5,5-diphenylhydantoin",5.24,0.72,17199-74-5,O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3,,,"(Mansor, 2018)",benzene,Aromatic & PAHs
348,Cyclo(Gly-Phe),30.11,1.48,250612-48-7,O=C(NC1)[C@@H](NC1=O)CC2=CC=CC=C2,,,"(Prütz, 1999)",cyclo,Aromatic & PAHs
349,Chlorimuron-ethyl,42.13,1.62,252557-66-7,CCOC(=O)c1ccccc1[S](=O)(=O)NC(=O)Nc2nc(Cl)cc(OC)n2,,,"(Hu et al., 2018)","sulfide, disulfide",Sulfur-containing organics
350,Oxcarbazepine,890.0,2.95,1261396-65-9,NC(=O)N1c2ccccc2CC(=O)c3ccccc13,,,"(Li et al., 2011)",benzene,Aromatic & PAHs
351,"3, 4-dichlorophenylurea",0.52,-0.28,5310-94-1,NC(=O)Nc1ccc(Cl)c(Cl)c1,,,"(Chusaksri et al., 2012)",benzene,Aromatic & PAHs
352,"3,4-dichloro-3′-N-methylphenylurea",0.39,-0.41,1040689-15-3,CNC(=O)Nc1ccc(Cl)c(Cl)c1,,,"(Chusaksri et al., 2012)",benzene,Aromatic & PAHs
353,monuron,0.23,-0.64,217488-65-8,CN(C)C(=O)Nc1ccc(Cl)cc1,,,"(Chusaksri et al., 2012)",benzene,Aromatic & PAHs
354,chlortoluron,0.27,-0.57,37341-10-9,CN(C)C(=O)Nc1ccc(C)c(Cl)c1,,,"(Xu et al., 2011)",benzene,Aromatic & PAHs
355,diuron,0.45,-0.35,15500-95-5,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,,,"(Acero et al., 2007)",benzene,Aromatic & PAHs
356,Cyclo(Gly)2,25.0,1.4,23927-21-1,O=C1CNC(=O)CN1,,,"(Deborde and von Gunten, 2008)",halogeneted,Halogenated organics
357,Cyclo(Ala)2,8.2,0.91,54300-25-3,C[C@H](N1)C(N[C@@H](C)C1=O)=O,,,"(Deborde and von Gunten, 2008)",halogeneted,Halogenated organics
358,Cyclo(Gly-Pro),11.1,1.05,37783-51-0,O=C1N2[C@@H](CCC2)C(NC1)=O,,,"(Prütz, 1999)",halogeneted,Halogenated organics
359,Uridine-5'- monophosphate (UMP),5500.0,3.74,3387-36-8,O[C@H]1[C@@H](O)[C@@H](O[C@@H]1CO[P](O)(O)=O)N2C=CC(=O)NC2=O,,,"(Deborde and von Gunten, 2008)",diol,Polyfunctional / highly functionalized
